sent1,sent2,score
a man is playing a flute,a man is playing a guitar,2.0
a man is playing a guitar,a man is playing a flute,1.583
a man is playing a piano,a man is playing a guitar,1.778
a man is playing a guitar,a man is playing a piano,2.0
a man is playing a flute,a man is playing a guitar,2.0
a man is playing a flute,a man is playing a guitar,2.0
two women are on a couch,two women are hugging on a couch,3.2
someone is slicing a cucumber,a man is slicing a cucumber,3.8
a kitten is playing with a blue rope toy,a kitten is playing with a toy,4.4
the dog is barking at the toy,a dog is barking at a toy,5.0
a person folds a tortilla,a man folds a tortilla,3.5
a cat is drinking milk,a kitten is drinking milk,4.0
a person is driving a car,a man is driving a car,3.5
a turtle is walking,a tortoise is walking,4.4
a cow is eating grass,a cow is eating hay,3.8
a woman is chopping broccoli,a woman is chopping garlic,2.6
a man is crying,a man is screaming,3.0
the man is playing the guitar,a man is playing guitar,5.0
a man is cutting an onion,a man is cutting a plantain,3.667
a man is slicing a potato,a woman is peeling a potato,2.333
a woman is tapping her fingers on a table,a woman is tapping her fingers,4.0
someone is boiling okra in a pot,someone is cooking okra in a pan,4.4
a man is smoking,a man is mixing,0.2
the man is playing the drums,a man is playing drums,5.0
a man dives into a pool,a man is diving into a pool,5.0
a woman is cutting a leak,a woman is slicing a leek,4.0
a little boy is playing a guitar,a boy is playing guitar,4.6
a woman is dancing,the man is dancing,2.6
women are talking,the men are talking,2.6
a girl is putting gel in her hair,a woman is putting gel on her hair,2.6
a kid is playing guitar,a man is playing a guitar,2.2
a group of people are marching in place,a group of people are dancing in concert,1.7
the woman is shooting a machine gun,the man is shooting a gun,2.0
a man played the piano,a man plays a piano,4.0
a woman is slicing an onion,someone is slicing a onion,3.25
a man is slicing a cucumber,a man is cutting cucumbers,4.5
a girl is eating a cupcake,a woman is eating a cupcake,2.6
a woman is cutting an onion,a man is chopping an onion,2.0
the man is playing a guitar,a baby is playing a guitar,1.8
a man is playing the guitar,a man is playing the drums,1.556
two little girls talk on the telephone,two girls talk on the phone,4.5
a man is chopping a log with an axe,a man is chopping a tree trunk with an axe,4.0
a person is cutting a capsicum into pieces,a person is slicing a garlic into pieces,1.6
a man is talking with a woman,a woman is walking with a dog,0.5
the man is walking,a man is talking,1.4
someone is pouring oil into a skillet,someone is pouring milk into a blender,1.6
a small kitten is playing a ball,a kitten is playing with a ball,4.4
a man is playing a guitar,a woman is playing a flute,1.8
a girl is playing a violin,a girl is playing a flute,2.6
a man is playing two pianos,a cat is playing a piano,1.6
a man is exercising,a girl is exercising,3.0
a person is slicing a scallop,a person is slicing octopus,2.0
a man and a woman are riding on their bicycles,a man and woman are riding a motorcycle,2.0
two men are fighting in a cow pasture,two men are fighting in a cattle pen,4.0
a woman is adding oil to a pan,a man is pouring oil into a pan,3.0
a girl makes up her bed,a young girl makes her bed,4.4
the cat played with a watermelon,a cat is playing with a watermelon,4.8
a girl jumps on a car,a girl is jumping onto a car,4.8
a man is praying,a man is running,0.727
a car is parking,a cat is playing,0.0
a man is running,a man is dancing,1.25
a man is singing,a man is dancing,0.5
a man is carrying another man over his shoulder,a man is carrying someone on his shoulder,3.25
a woman is peeling a potato,a woman is slicing a tomato,1.333
a woman is cutting a tomato,a woman is slicing a potato,1.0
someone is peeling a potato,someone is slicing a tomato,1.4
a woman is peeling a potato,a woman is slicing a tomato,1.333
two robots kiss,two robots are kissing,5.0
two boys on a couch are playing video games,two boys are playing a video game,4.0
a woman is squeezing a lemon,a woman is squeezing juice out of a lemon,4.4
a woman is slicing an onion,a man is slicing a tomato,1.2
a woman is slicing a carrot,a man is slicing a tomato,1.2
a girl is styling her hair,a girl is filing her nails,1.25
a man walking down the stairs,a man walks down a staircase,5.0
two people are riding a motorcycle,two people are riding a bike,2.0
a man is playing a guitar,a woman is playing an electric guitar,2.2
a man is playing a guitar and singing,a man is playing a guitar,3.2
a man is walking in the rain,a man and woman is walking in the grand,1.5
a kangaroo is eating,kangaroo eating,4.75
a man is fishing,a man is exercising,0.5
a woman is swimming,a man is singing,0.067
a woman is eating,a animal is eating,1.6
a boy and a girl is dancing in the rain,a man and woman is dancing in the rain,2.6
a man is driving a car,a man drives a car,4.875
a woman is grating onion,a woman grates onions,5.0
two roosters are fighting,two men are fighting,2.0
a man is riding a horse,a man is driving a car,1.4
a man is riding a horse,a man is driving a car,1.4
a man is shooting a gun,a man is slicing a bun,0.8
a woman is cutting an onion,a woman is cutting meat,2.0
the woman is slicing herbs,the man is slicing bread,1.6
a boy is playing the piano,a man is playing a piano,3.0
a baby elephant is eating,a baby elephant eats a sapling,3.615
a woman is cracking eggs into a bowl,a woman is cracking eggs,4.0
a person is playing the keyboard,a boy is playing a keyboard,4.0
a boy whacks a man with a sword,a boy spanks a man with a plastic sword,3.333
a person is slicing a carrot into pieces,a person is cutting an onion into pieces,1.5
a man sliced through a bunch of water bottles with a knife,a man is slicing a line of water bottles with a knife,4.4
a man is writing in a book,a man is writing on a paper,2.875
a woman is slicing a garlic,a woman is slicing a big pepper,2.2
a person is making a bed,a person is eating at a table,0.2
a man is playing keyboard,a man is playing guitar,1.8
a man is playing a violin,a man is playing a harp,1.6
the woman is smoking,the man is walking,0.2
the man erased what the other man had on the board,the man erased the work on the board,3.0
a man is riding a motorcycle,a man is riding a motorcycle through a town,3.5
a man is riding a motorcycle on the highway,a man is riding a motorcycle,3.5
a woman is slicing up some meat,a woman is slicing some onions,2.0
a woman cuts up broccoli,a woman is cutting broccoli,5.0
a man is playing a piano,a woman is peeling a potato,0.0
someone is slicing a tomato,someone is slicing fruit,3.2
a woman is dancing in a cage,a woman is dancing,3.25
a woman is swimming,a man is spitting,0.0
a man is running,a man is mooing,1.0
the man is playing the guitar,the man played his guitar,3.667
a cat stares into the camera,a cat addresses the camera,3.0
the baby is laughing and crawling,a baby is laughing and crawling on the floor,4.2
a woman is shooting a gun,a woman shoots a shotgun,4.091
a woman is dancing in the rain,a woman is dancing in railway station,2.0
a woman is dancing,a woman is exercising,1.0
a kid is playing an instrument,a young boy is playing a wind instrument,3.8
someone slices a bottle with a sword,a man breaks a bottle with a sword,4.0
a woman is cutting an apple,a woman is cutting potato,1.8
the man is peeling an apple,a man peels an apple,5.0
the man is playing the guitar,the man is playing with a skull,1.0
an animal is walking on the ground,a solenodon is walking along the ground,3.0
a little girl is playing a grand piano on stage,a little girl is playing the piano,2.6
a group of people dancing,a group of men are dancing,3.4
a man plays a guitar,a woman is playing guitar,2.0
a cat swings on a ceiling fan,a cat is spun around by a ceiling fan,4.2
a woman is playing the flute,a girl is playing a flute,3.8
the woman is dicing onions,a woman is cutting an onion,4.4
a monkey is brushing a bull dog,a monkey brushes a dog,4.2
a woman is slicing a onion,a woman is cutting a potato,1.2
a man is playing the piano,a woman is playing a guitar,1.2
a woman is washing her hands,a woman is straightening her hair,0.8
a woman fires a shotgun,a woman is shooting a gun,3.2
a man is eating a bowl of cereal,the man is eating cereal,4.0
a woman is bathing into bathtub,a woman is taking a bath,4.4
a motorcyclist crashes on his motorcycle,a person crashes on a motorcycle,4.2
a man is dangling a mouse near a snake,a man is feeding a mice to a snake,3.2
a man and a woman are walking in the woods,a man and woman are walking through the jungle,3.4
a person pours some rice pudding into a bowl,the lady poured the rice pudding into a bowl,4.0
a man stares out a window,a man looks out the window,4.8
a woman is firing a rifle,a woman is cutting a lemon,0.2
a man is eating a banana,someone is peeling a banana,1.8
the men are performing on stage,the comedic mimes performed on stage,2.6
a cartoon woman dives into a pool,a cartoon woman is diving off a board,2.8
the lady put the baby int a trashcan,a woman puts a baby in a trash can,5.0
someone is frying meat,someone is playing paino,0.25
a man is rapidly chopping some mushrooms using a knife,a person is quickly chopping mushrooms with a knife,3.75
a woman is adding ingredients to a bowl,a woman is cracking three eggs into a bowl,1.75
a skateboarder does tricks on a halfpipe,a man skateboards on a half pipe,3.5
a man is speaking on a stage,a man is speaking at a podium,3.4
a man is playing a guitar,a man in a hat is playing a harp,1.4
a man is playing on his keyboard,a man is playing a guitar,1.4
a person is cutting a potato,a person is slicing a shallot,1.0
a man is dancing on the ceiling of a room,a man is dancing upsidedown on the ceiling,4.6
two men are dancing,two women are shopping,0.4
someone is seasoning eggs,someone is seasoning two raw eggs in a bowl,3.6
a man is swinging in a rope,a gibbon is swinging in the trees,1.25
a man is cutting tomatoes,a woman is cutting broccoli,1.5
a woman is boiling shrimp,a woman is combing her hair,1.0
a man cuts a potato,a man is slicing a potato,3.75
